data_da_transacao,hora_da_transacao,localizacao_da_loja,quantidade_vendida,valor_unitario,valor_total,categoria_do_produto,nome_do_produto,tamanho,nome_do_mes,nome_do_dia,hora,mes,dia_da_semana
13-05-2023,08:32:35,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,8,5,5
13-05-2023,08:39:31,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,8,5,5
13-05-2023,09:33:59,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,9,5,5
13-05-2023,10:47:36,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,10,5,5
13-05-2023,15:15:37,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,15,5,5
13-05-2023,19:20:30,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,19,5,5
14-05-2023,13:17:03,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,13,5,6
14-05-2023,15:01:00,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,15,5,6
14-05-2023,15:04:27,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,15,5,6
14-05-2023,20:11:10,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,20,5,6
15-05-2023,08:38:18,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Segunda-feira,8,5,0
15-05-2023,10:07:54,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Segunda-feira,10,5,0
16-05-2023,07:46:04,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,7,5,1
16-05-2023,08:56:35,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,8,5,1
16-05-2023,10:23:01,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,10,5,1
16-05-2023,10:43:53,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,10,5,1
16-05-2023,12:36:09,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,12,5,1
16-05-2023,19:29:07,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,19,5,1
18-05-2023,07:09:23,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quinta-feira,7,5,3
18-05-2023,07:15:55,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quinta-feira,7,5,3
18-05-2023,07:54:46,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quinta-feira,7,5,3
18-05-2023,10:02:14,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quinta-feira,10,5,3
18-05-2023,11:53:57,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quinta-feira,11,5,3
19-05-2023,07:04:40,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sexta-feira,7,5,4
19-05-2023,09:25:47,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sexta-feira,9,5,4
19-05-2023,15:06:54,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sexta-feira,15,5,4
19-05-2023,18:54:42,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sexta-feira,18,5,4
20-05-2023,08:13:13,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,8,5,5
20-05-2023,19:30:13,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,19,5,5
20-05-2023,20:11:30,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,20,5,5
21-05-2023,10:30:19,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,10,5,6
21-05-2023,13:32:47,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,13,5,6
21-05-2023,16:25:32,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,16,5,6
21-05-2023,18:01:03,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,18,5,6
21-05-2023,19:30:31,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,19,5,6
22-05-2023,07:08:41,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Segunda-feira,7,5,0
22-05-2023,11:18:24,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Segunda-feira,11,5,0
22-05-2023,16:50:01,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Segunda-feira,16,5,0
23-05-2023,07:28:35,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,7,5,1
23-05-2023,10:27:32,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,10,5,1
23-05-2023,11:55:27,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,11,5,1
24-05-2023,08:26:01,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quarta-feira,8,5,2
24-05-2023,10:21:21,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quarta-feira,10,5,2
25-05-2023,07:02:31,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quinta-feira,7,5,3
25-05-2023,07:23:11,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quinta-feira,7,5,3
25-05-2023,08:31:10,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quinta-feira,8,5,3
25-05-2023,10:21:04,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Quinta-feira,10,5,3
26-05-2023,18:10:59,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sexta-feira,18,5,4
26-05-2023,19:07:34,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sexta-feira,19,5,4
27-05-2023,09:45:44,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,9,5,5
27-05-2023,18:19:44,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Sábado,18,5,5
28-05-2023,09:05:15,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,9,5,6
28-05-2023,13:53:25,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,13,5,6
28-05-2023,15:42:27,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,15,5,6
28-05-2023,16:36:47,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,16,5,6
28-05-2023,17:48:26,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Domingo,17,5,6
29-05-2023,12:33:36,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Segunda-feira,12,5,0
29-05-2023,14:13:10,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Segunda-feira,14,5,0
29-05-2023,14:39:55,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Segunda-feira,14,5,0
29-05-2023,16:26:09,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Segunda-feira,16,5,0
30-05-2023,08:32:35,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,8,5,1
30-05-2023,09:40:28,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Maio,Terça-feira,9,5,1
01-06-2023,08:52:03,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,8,6,3
01-06-2023,12:30:49,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,12,6,3
01-06-2023,15:02:28,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,15,6,3
01-06-2023,19:06:58,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,19,6,3
03-06-2023,11:47:58,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sábado,11,6,5
03-06-2023,12:06:47,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sábado,12,6,5
03-06-2023,17:35:54,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sábado,17,6,5
04-06-2023,10:28:18,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,10,6,6
04-06-2023,11:51:42,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,11,6,6
04-06-2023,13:08:33,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,13,6,6
05-06-2023,10:22:27,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,10,6,0
05-06-2023,11:06:34,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,11,6,0
05-06-2023,11:06:45,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,11,6,0
05-06-2023,18:39:05,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,18,6,0
06-06-2023,12:48:26,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,12,6,1
06-06-2023,16:30:17,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,16,6,1
07-06-2023,09:45:17,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,9,6,2
07-06-2023,11:23:45,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,11,6,2
08-06-2023,09:19:53,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,9,6,3
08-06-2023,11:04:36,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,11,6,3
08-06-2023,18:43:38,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,18,6,3
09-06-2023,10:25:37,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,10,6,4
09-06-2023,11:08:48,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,11,6,4
09-06-2023,18:29:08,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,18,6,4
10-06-2023,09:40:28,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sábado,9,6,5
11-06-2023,07:05:20,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,7,6,6
11-06-2023,07:13:13,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,7,6,6
11-06-2023,08:25:09,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,8,6,6
11-06-2023,08:42:09,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,8,6,6
11-06-2023,08:54:15,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,8,6,6
11-06-2023,08:59:56,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,8,6,6
11-06-2023,09:33:33,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,9,6,6
11-06-2023,09:52:03,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,9,6,6
12-06-2023,08:38:43,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,8,6,0
12-06-2023,10:47:23,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,10,6,0
12-06-2023,11:12:20,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,11,6,0
12-06-2023,12:49:53,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,12,6,0
12-06-2023,18:55:01,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,18,6,0
13-06-2023,08:32:35,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,8,6,1
13-06-2023,09:12:45,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,9,6,1
13-06-2023,09:33:59,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,9,6,1
13-06-2023,10:47:36,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,10,6,1
13-06-2023,15:15:37,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,15,6,1
13-06-2023,19:20:30,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,19,6,1
14-06-2023,08:09:41,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,8,6,2
14-06-2023,08:19:23,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,8,6,2
14-06-2023,13:17:03,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,13,6,2
14-06-2023,15:01:00,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,15,6,2
14-06-2023,17:24:16,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,17,6,2
14-06-2023,20:11:10,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,20,6,2
15-06-2023,08:38:18,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,8,6,3
15-06-2023,08:39:30,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,8,6,3
15-06-2023,08:53:42,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,8,6,3
15-06-2023,13:36:47,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,13,6,3
15-06-2023,14:18:45,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,14,6,3
15-06-2023,18:15:31,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,18,6,3
16-06-2023,07:46:04,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,7,6,4
16-06-2023,08:56:35,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,8,6,4
16-06-2023,09:20:02,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,9,6,4
16-06-2023,10:23:01,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,10,6,4
16-06-2023,12:36:09,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,12,6,4
16-06-2023,19:29:07,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,19,6,4
18-06-2023,07:09:23,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,7,6,6
18-06-2023,07:15:55,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,7,6,6
18-06-2023,07:54:46,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,7,6,6
19-06-2023,07:04:40,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,7,6,0
19-06-2023,15:06:54,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,15,6,0
20-06-2023,08:19:25,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,8,6,1
20-06-2023,20:11:30,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,20,6,1
21-06-2023,10:30:19,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,10,6,2
21-06-2023,13:32:47,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,13,6,2
21-06-2023,16:25:32,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,16,6,2
21-06-2023,18:01:03,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,18,6,2
21-06-2023,19:30:31,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,19,6,2
22-06-2023,07:08:41,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,7,6,3
22-06-2023,09:11:10,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,9,6,3
22-06-2023,11:18:24,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,11,6,3
22-06-2023,16:50:01,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,16,6,3
23-06-2023,07:28:35,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,7,6,4
23-06-2023,10:03:43,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,10,6,4
23-06-2023,11:55:27,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,11,6,4
25-06-2023,07:02:31,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Domingo,7,6,6
26-06-2023,09:09:35,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,9,6,0
26-06-2023,10:10:30,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,10,6,0
26-06-2023,18:10:59,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Segunda-feira,18,6,0
27-06-2023,09:45:44,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Terça-feira,9,6,1
28-06-2023,10:51:48,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,10,6,2
28-06-2023,11:13:26,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,11,6,2
28-06-2023,13:53:25,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,13,6,2
28-06-2023,15:42:27,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,15,6,2
28-06-2023,17:48:26,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quarta-feira,17,6,2
29-06-2023,12:33:36,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,12,6,3
29-06-2023,14:13:10,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,14,6,3
29-06-2023,14:39:55,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Quinta-feira,14,6,3
30-06-2023,08:17:41,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Junho,Sexta-feira,8,6,4
01-04-2023,08:52:03,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,8,4,5
01-04-2023,12:30:49,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,12,4,5
01-04-2023,13:27:32,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,13,4,5
01-04-2023,16:00:23,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,16,4,5
01-04-2023,16:44:29,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,16,4,5
01-04-2023,19:06:58,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,19,4,5
03-04-2023,11:47:58,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Segunda-feira,11,4,0
04-04-2023,11:51:42,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Terça-feira,11,4,1
05-04-2023,08:51:42,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,8,4,2
05-04-2023,09:20:54,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,9,4,2
05-04-2023,11:06:34,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,11,4,2
05-04-2023,11:06:45,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,11,4,2
05-04-2023,14:05:24,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,14,4,2
05-04-2023,17:06:25,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,17,4,2
05-04-2023,18:01:22,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,18,4,2
06-04-2023,15:15:49,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quinta-feira,15,4,3
07-04-2023,08:17:41,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sexta-feira,8,4,4
07-04-2023,09:45:17,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sexta-feira,9,4,4
07-04-2023,10:35:38,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sexta-feira,10,4,4
07-04-2023,11:23:45,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sexta-feira,11,4,4
08-04-2023,07:12:48,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,7,4,5
08-04-2023,09:19:53,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,9,4,5
08-04-2023,11:04:36,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,11,4,5
09-04-2023,10:54:30,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Domingo,10,4,6
09-04-2023,11:32:16,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Domingo,11,4,6
09-04-2023,18:29:08,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Domingo,18,4,6
10-04-2023,08:26:01,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Segunda-feira,8,4,0
10-04-2023,09:40:28,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Segunda-feira,9,4,0
11-04-2023,07:05:20,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Terça-feira,7,4,1
11-04-2023,08:25:09,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Terça-feira,8,4,1
11-04-2023,08:59:56,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Terça-feira,8,4,1
11-04-2023,09:33:33,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Terça-feira,9,4,1
11-04-2023,13:08:11,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Terça-feira,13,4,1
12-04-2023,08:38:43,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,8,4,2
12-04-2023,10:14:05,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,10,4,2
12-04-2023,10:47:23,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,10,4,2
12-04-2023,11:12:20,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,11,4,2
12-04-2023,12:49:53,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,12,4,2
13-04-2023,09:12:45,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quinta-feira,9,4,3
13-04-2023,09:33:59,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quinta-feira,9,4,3
13-04-2023,10:47:36,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quinta-feira,10,4,3
13-04-2023,15:15:37,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quinta-feira,15,4,3
14-04-2023,08:19:23,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sexta-feira,8,4,4
15-04-2023,08:39:30,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,8,4,5
16-04-2023,06:36:45,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Domingo,6,4,6
16-04-2023,08:56:35,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Domingo,8,4,6
16-04-2023,09:13:53,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Domingo,9,4,6
16-04-2023,10:23:01,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Domingo,10,4,6
16-04-2023,10:43:53,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Domingo,10,4,6
16-04-2023,12:36:09,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Domingo,12,4,6
16-04-2023,19:29:07,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Domingo,19,4,6
18-04-2023,07:09:23,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Terça-feira,7,4,1
18-04-2023,07:15:55,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Terça-feira,7,4,1
18-04-2023,10:02:14,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Terça-feira,10,4,1
18-04-2023,15:34:27,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Terça-feira,15,4,1
19-04-2023,15:06:54,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quarta-feira,15,4,2
20-04-2023,08:13:13,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quinta-feira,8,4,3
20-04-2023,20:11:30,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Quinta-feira,20,4,3
21-04-2023,10:30:19,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sexta-feira,10,4,4
21-04-2023,13:32:47,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sexta-feira,13,4,4
21-04-2023,16:25:32,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sexta-feira,16,4,4
21-04-2023,18:01:03,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sexta-feira,18,4,4
22-04-2023,09:11:10,Hell's Kitchen,1,3.75,3.75,Café,Latte,Não Definido,Abril,Sábado,9,4,5
